Arquivo,Classe,Total de Pixels
feb7b8411795415784350bb406a4001d.jpg,personagem_2,0
00000014.jpg,personagem_1,50
00000014.jpg,personagem_2,23
00000015.jpg,personagem_1,14318
00000015.jpg,personagem_2,0
00000016.jpg,personagem_1,12330
00000016.jpg,personagem_2,0
00000017.jpg,personagem_1,1917
00000017.jpg,personagem_2,0
00000018.jpg,personagem_1,0
00000018.jpg,personagem_2,0
00000019.jpg,personagem_1,21040
00000019.jpg,personagem_2,0
00000020.jpg,personagem_1,1822
00000020.jpg,personagem_2,0
00000021.jpg,personagem_1,32846
00000021.jpg,personagem_2,0
00000022.jpg,personagem_1,3746
00000022.jpg,personagem_2,0
00000023.jpg,personagem_1,39
00000023.jpg,personagem_2,0
00000024.jpg,personagem_1,0
00000024.jpg,personagem_2,0
00000025.jpg,personagem_1,2277
00000025.jpg,personagem_2,0
00000026.jpg,personagem_1,0
00000026.jpg,personagem_2,0
00000027.jpg,personagem_1,11041
00000027.jpg,personagem_2,0
00000028.jpg,personagem_1,39336
00000028.jpg,personagem_2,14142
00000029.jpg,personagem_1,492
00000029.jpg,personagem_2,1
00000030.jpg,personagem_1,0
00000030.jpg,personagem_2,0
00000031.jpg,personagem_1,1
00000031.jpg,personagem_2,0
00000032.jpg,personagem_1,308
00000032.jpg,personagem_2,0
00000033.jpg,personagem_1,0
00000033.jpg,personagem_2,0
00000034.jpg,personagem_1,0
00000034.jpg,personagem_2,0
00000035.jpg,personagem_1,0
00000035.jpg,personagem_2,0
00000036.jpg,personagem_1,1
00000036.jpg,personagem_2,0
00000037.jpg,personagem_1,7543
00000037.jpg,personagem_2,0
00000038.jpg,personagem_1,0
00000038.jpg,personagem_2,0
00000039.jpg,personagem_1,1770
00000039.jpg,personagem_2,0
00000040.jpg,personagem_1,0
00000040.jpg,personagem_2,1819
00000041.jpg,personagem_1,29774
00000041.jpg,personagem_2,0
00000042.jpg,personagem_1,0
00000042.jpg,personagem_2,0
00000043.jpg,personagem_1,19197
00000043.jpg,personagem_2,292
00000044.jpg,personagem_1,2798
00000044.jpg,personagem_2,0
00000045.jpg,personagem_1,0
00000045.jpg,personagem_2,0
00000046.jpg,personagem_1,22284
00000046.jpg,personagem_2,0
00000047.jpg,personagem_1,0
00000047.jpg,personagem_2,1
00000048.jpg,personagem_1,1
00000048.jpg,personagem_2,0
00000049.jpg,personagem_1,7543
00000049.jpg,personagem_2,0
00000050.jpg,personagem_1,379
00000050.jpg,personagem_2,0
00000051.jpg,personagem_1,0
00000051.jpg,personagem_2,0
00000052.jpg,personagem_1,1770
00000052.jpg,personagem_2,0
00000053.jpg,personagem_1,0
00000053.jpg,personagem_2,1819
00000054.jpg,personagem_1,29774
00000054.jpg,personagem_2,0
00000055.jpg,personagem_1,0
00000055.jpg,personagem_2,0
00000056.jpg,personagem_1,19197
00000056.jpg,personagem_2,292
00000057.jpg,personagem_1,2798
00000057.jpg,personagem_2,0
00000058.jpg,personagem_1,0
00000058.jpg,personagem_2,0
00000059.jpg,personagem_1,22284
00000059.jpg,personagem_2,0
00000060.jpg,personagem_1,0
00000060.jpg,personagem_2,1
00000061.jpg,personagem_1,9147
00000061.jpg,personagem_2,0
00000062.jpg,personagem_1,4
00000062.jpg,personagem_2,0
00000063.jpg,personagem_1,55969
00000063.jpg,personagem_2,0
00000065.jpg,personagem_1,0
00000065.jpg,personagem_2,0
00000066.jpg,personagem_1,31534
00000066.jpg,personagem_2,0
00000067.jpg,personagem_1,3014
00000067.jpg,personagem_2,12
00000068.jpg,personagem_1,33895
00000068.jpg,personagem_2,0
00000069.jpg,personagem_1,16
00000069.jpg,personagem_2,0
00000070.jpg,personagem_1,0
00000070.jpg,personagem_2,18
00000072.jpg,personagem_1,26606
00000072.jpg,personagem_2,0
00000074.jpg,personagem_1,14001
00000074.jpg,personagem_2,1
00000075.jpg,personagem_1,512764
00000075.jpg,personagem_2,0
00000076.jpg,personagem_1,0
00000076.jpg,personagem_2,0
00000077.jpg,personagem_1,529284
00000077.jpg,personagem_2,0
00000078.jpg,personagem_1,39349
00000078.jpg,personagem_2,0
00000079.jpg,personagem_1,0
00000079.jpg,personagem_2,0
00000080.jpg,personagem_1,23544
00000080.jpg,personagem_2,383
00000081.jpg,personagem_1,855
00000081.jpg,personagem_2,0
00000082.jpg,personagem_1,143804
00000082.jpg,personagem_2,0
00000083.jpg,personagem_1,3430
00000083.jpg,personagem_2,0
00000084.jpg,personagem_1,612
00000084.jpg,personagem_2,0
00000085.jpg,personagem_1,13699
00000085.jpg,personagem_2,0
00000087.jpg,personagem_1,8618
00000087.jpg,personagem_2,0
00000088.jpg,personagem_1,66586
00000088.jpg,personagem_2,0
00000089.jpg,personagem_1,7661
00000089.jpg,personagem_2,0
00000090.jpg,personagem_1,11665
00000090.jpg,personagem_2,20273
00000091.jpg,personagem_1,38412
00000091.jpg,personagem_2,0
00000092.jpg,personagem_1,4
00000092.jpg,personagem_2,0
00000093.jpg,personagem_1,6794
00000093.jpg,personagem_2,0
00000094.jpg,personagem_1,103996
00000094.jpg,personagem_2,0
00000095.jpg,personagem_1,4900
00000095.jpg,personagem_2,0
00000096.jpg,personagem_1,9513
00000096.jpg,personagem_2,0
00000097.jpg,personagem_1,33895
00000097.jpg,personagem_2,0
00000098.jpg,personagem_1,143804
00000098.jpg,personagem_2,0
00000099.jpg,personagem_1,3430
00000099.jpg,personagem_2,0
00000100.jpg,personagem_1,612
00000100.jpg,personagem_2,0
00000101.jpg,personagem_1,13699
00000101.jpg,personagem_2,0
00000103.jpg,personagem_1,8618
00000103.jpg,personagem_2,0
00000104.jpg,personagem_1,66586
00000104.jpg,personagem_2,0
00000105.jpg,personagem_1,7661
00000105.jpg,personagem_2,0
00000106.jpg,personagem_1,11665
00000106.jpg,personagem_2,20273
00000107.jpg,personagem_1,38412
00000107.jpg,personagem_2,0
00000108.jpg,personagem_1,4
00000108.jpg,personagem_2,0
00000109.jpg,personagem_1,6794
00000109.jpg,personagem_2,0
00000110.jpg,personagem_1,103996
00000110.jpg,personagem_2,0
00000111.jpg,personagem_1,4900
00000111.jpg,personagem_2,0
00000112.jpg,personagem_1,9513
00000112.jpg,personagem_2,0
00000113.jpg,personagem_1,1782
00000113.jpg,personagem_2,2
00000114.jpg,personagem_1,560291
00000114.jpg,personagem_2,0
00000116.jpg,personagem_1,78419
00000116.jpg,personagem_2,0
00000117.jpg,personagem_1,19596
00000117.jpg,personagem_2,39
00000118.jpg,personagem_1,472
00000118.jpg,personagem_2,587
00000119.jpg,personagem_1,1257
00000119.jpg,personagem_2,0
00000120.jpg,personagem_1,16232
00000120.jpg,personagem_2,0
00000121.jpg,personagem_1,256
00000121.jpg,personagem_2,0
00000122.jpg,personagem_1,0
00000122.jpg,personagem_2,0
00000123.jpg,personagem_1,209361
00000123.jpg,personagem_2,0
00000124.jpg,personagem_1,12269
00000124.jpg,personagem_2,0
00000125.jpg,personagem_1,0
00000125.jpg,personagem_2,0
00000126.jpg,personagem_1,0
00000126.jpg,personagem_2,0
00000127.jpg,personagem_1,0
00000127.jpg,personagem_2,0
00000128.jpg,personagem_1,16449
00000128.jpg,personagem_2,0
00000129.jpg,personagem_1,13450
00000129.jpg,personagem_2,10
00000130.jpg,personagem_1,1920
00000130.jpg,personagem_2,0
00000131.jpg,personagem_1,7888
00000131.jpg,personagem_2,0
00000132.jpg,personagem_1,3
00000132.jpg,personagem_2,0
00000133.jpg,personagem_1,15969
00000133.jpg,personagem_2,0
00000134.jpg,personagem_1,26209
00000134.jpg,personagem_2,0
00000135.jpg,personagem_1,50
00000135.jpg,personagem_2,7294
00000136.jpg,personagem_1,57837
00000136.jpg,personagem_2,0
00000137.jpg,personagem_1,60
00000137.jpg,personagem_2,4
00000138.jpg,personagem_1,23611
00000138.jpg,personagem_2,0
00000139.jpg,personagem_1,11178
00000139.jpg,personagem_2,0
00000140.JPG,personagem_1,768
00000140.JPG,personagem_2,0
00000141.jpg,personagem_1,2357
00000141.jpg,personagem_2,0
00000142.jpg,personagem_1,0
00000142.jpg,personagem_2,0
00000143.jpg,personagem_1,3745
00000143.jpg,personagem_2,0
00000144.jpg,personagem_1,12269
00000144.jpg,personagem_2,0
00000145.jpg,personagem_1,0
00000145.jpg,personagem_2,0
00000146.jpg,personagem_1,0
00000146.jpg,personagem_2,0
00000147.jpg,personagem_1,16449
00000147.jpg,personagem_2,0
00000148.jpg,personagem_1,1920
00000148.jpg,personagem_2,0
00000149.jpg,personagem_1,7888
00000149.jpg,personagem_2,0
00000150.jpg,personagem_1,3
00000150.jpg,personagem_2,0
00000151.jpg,personagem_1,15969
00000151.jpg,personagem_2,0
00000152.jpg,personagem_1,26209
00000152.jpg,personagem_2,0
00000153.jpg,personagem_1,330
00000153.jpg,personagem_2,0
00000154.jpg,personagem_1,50
00000154.jpg,personagem_2,7294
00000155.jpg,personagem_1,57837
00000155.jpg,personagem_2,0
00000156.jpg,personagem_1,60
00000156.jpg,personagem_2,4
00000157.jpg,personagem_1,23611
00000157.jpg,personagem_2,0
00000158.jpg,personagem_1,132
00000158.jpg,personagem_2,0
00000159.jpg,personagem_1,11178
00000159.jpg,personagem_2,0
00000160.jpg,personagem_1,1
00000160.jpg,personagem_2,0
00000161.JPG,personagem_1,768
00000161.JPG,personagem_2,0
00000162.jpg,personagem_1,2357
00000162.jpg,personagem_2,0
00000163.jpg,personagem_1,0
00000163.jpg,personagem_2,0
00000164.jpg,personagem_1,3745
00000164.jpg,personagem_2,0
00000165.jpg,personagem_1,142243
00000165.jpg,personagem_2,301618
00000166.jpg,personagem_1,1267
00000166.jpg,personagem_2,0
00000167.jpg,personagem_1,4950
00000167.jpg,personagem_2,0
00000168.jpg,personagem_1,2106
00000168.jpg,personagem_2,0
00000169.jpg,personagem_1,50
00000169.jpg,personagem_2,23
00000170.jpg,personagem_1,88769
00000170.jpg,personagem_2,0
00000171.jpg,personagem_1,0
00000171.jpg,personagem_2,0
00000172.jpg,personagem_1,18673
00000172.jpg,personagem_2,217
00000173.jpg,personagem_1,0
00000173.jpg,personagem_2,0
00000174.jpg,personagem_1,7
00000174.jpg,personagem_2,0
00000175.jpg,personagem_1,43209
00000175.jpg,personagem_2,0
00000176.jpg,personagem_1,19826
00000176.jpg,personagem_2,0
00000177.jpg,personagem_1,10450
00000177.jpg,personagem_2,0
00000178.jpg,personagem_1,0
00000178.jpg,personagem_2,0
00000179.jpg,personagem_1,1453009
00000179.jpg,personagem_2,0
00000180.jpg,personagem_1,84345
00000180.jpg,personagem_2,0
00000181.jpg,personagem_1,10513
00000181.jpg,personagem_2,0
00000182.jpg,personagem_1,0
00000182.jpg,personagem_2,0
00000183.jpg,personagem_1,21819
00000183.jpg,personagem_2,0
00000184.jpg,personagem_1,1938
00000184.jpg,personagem_2,0
00000185.jpg,personagem_1,4341
00000185.jpg,personagem_2,0
00000186.jpg,personagem_1,9525
00000186.jpg,personagem_2,0
00000187.jpg,personagem_1,0
00000187.jpg,personagem_2,0
00000188.jpg,personagem_1,0
00000188.jpg,personagem_2,293
00000189.jpg,personagem_1,35100
00000189.jpg,personagem_2,3
00000190.jpg,personagem_1,19973
00000190.jpg,personagem_2,115
00000191.jpg,personagem_1,2391
00000191.jpg,personagem_2,0
00000192.jpg,personagem_1,808
00000192.jpg,personagem_2,0
00000193.jpg,personagem_1,1669746
00000193.jpg,personagem_2,14
00000194.jpg,personagem_1,9373
00000194.jpg,personagem_2,0
00000195.jpg,personagem_1,1222
00000195.jpg,personagem_2,3422
00000196.jpg,personagem_1,413313
00000196.jpg,personagem_2,0
00000197.jpg,personagem_1,12
00000197.jpg,personagem_2,0
00000198.jpg,personagem_1,8587
00000198.jpg,personagem_2,0
00000199.jpg,personagem_1,284
00000199.jpg,personagem_2,0
00000200.jpg,personagem_1,41359
00000200.jpg,personagem_2,16269
00000201.jpg,personagem_1,0
00000201.jpg,personagem_2,293
00000202.jpg,personagem_1,19172
00000202.jpg,personagem_2,0
00000203.jpg,personagem_1,6538
00000203.jpg,personagem_2,21
00000204.jpg,personagem_1,19791
00000204.jpg,personagem_2,0
00000205.jpg,personagem_1,70841
00000205.jpg,personagem_2,0
00000206.jpg,personagem_1,0
00000206.jpg,personagem_2,0
00000207.jpg,personagem_1,1108
00000207.jpg,personagem_2,0
00000208.jpg,personagem_1,0
00000208.jpg,personagem_2,0
00000209.jpg,personagem_1,2000
00000209.jpg,personagem_2,0
00000210.jpg,personagem_1,1453
00000210.jpg,personagem_2,0
00000211.jpg,personagem_1,6636
00000211.jpg,personagem_2,0
00000212.jpg,personagem_1,41648
00000212.jpg,personagem_2,0
00000213.jpg,personagem_1,47
00000213.jpg,personagem_2,0
00000214.jpg,personagem_1,252
00000214.jpg,personagem_2,0
00000215.jpg,personagem_1,608
00000215.jpg,personagem_2,0
00000216.jpg,personagem_1,1555
00000216.jpg,personagem_2,0
00000217.jpg,personagem_1,42582
00000217.jpg,personagem_2,0
00000218.jpg,personagem_1,4288
00000218.jpg,personagem_2,0
00000219.jpg,personagem_1,0
00000219.jpg,personagem_2,2
00000220.jpg,personagem_1,4163
00000220.jpg,personagem_2,0
00000221.jpg,personagem_1,607
00000221.jpg,personagem_2,0
00000222.jpg,personagem_1,8929
00000222.jpg,personagem_2,0
00000223.jpg,personagem_1,2
00000223.jpg,personagem_2,0
00000224.jpg,personagem_1,15961
00000224.jpg,personagem_2,0
00000225.jpg,personagem_1,347
00000225.jpg,personagem_2,0
00000226.jpg,personagem_1,292
00000226.jpg,personagem_2,17
00000227.jpg,personagem_1,899
00000227.jpg,personagem_2,0
00000228.jpg,personagem_1,14723
00000228.jpg,personagem_2,0
00000229.jpg,personagem_1,105065
00000229.jpg,personagem_2,30
00000230.jpg,personagem_1,233
00000230.jpg,personagem_2,0
00000231.jpg,personagem_1,8644
00000231.jpg,personagem_2,0
00000232.jpg,personagem_1,592
00000232.jpg,personagem_2,0
00000233.jpg,personagem_1,0
00000233.jpg,personagem_2,0
00000236.jpg,personagem_1,27925
00000236.jpg,personagem_2,303
00000237.jpg,personagem_1,0
00000237.jpg,personagem_2,13281
00000238.jpg,personagem_1,67
00000238.jpg,personagem_2,3361
00000239.jpg,personagem_1,2019
00000239.jpg,personagem_2,0
09937bd03d6647b98b71b5d4110489c9.jpg,personagem_1,7
09937bd03d6647b98b71b5d4110489c9.jpg,personagem_2,0
0a3a642e700b4153b115e0f645d273f1.jpg,personagem_1,6
0a3a642e700b4153b115e0f645d273f1.jpg,personagem_2,0
0bb1c1f1aa5d4316857f47e52f7f5557.jpg,personagem_1,55119
0bb1c1f1aa5d4316857f47e52f7f5557.jpg,personagem_2,0
0caa4a4284284e0788b98d91260e3858.jpg,personagem_1,75774
0caa4a4284284e0788b98d91260e3858.jpg,personagem_2,0
109a83e831e44d73a36f7f662961832c.jpg,personagem_1,386
109a83e831e44d73a36f7f662961832c.jpg,personagem_2,3632
1418d72441d74330a551c5b993441725.jpg,personagem_1,412
1418d72441d74330a551c5b993441725.jpg,personagem_2,0
1cda95ccc345453b90c46657028cd978.jpg,personagem_1,6389
1cda95ccc345453b90c46657028cd978.jpg,personagem_2,0
1f42ef8c1eae48f2afab13a807e67970.jpg,personagem_1,84208
1f42ef8c1eae48f2afab13a807e67970.jpg,personagem_2,0
232f523dcc4a4e919b97fa95444dfbe6.jpg,personagem_1,5419
232f523dcc4a4e919b97fa95444dfbe6.jpg,personagem_2,115563
24e2594b0dc14e5895d894b2e636f150.jpg,personagem_1,25748
24e2594b0dc14e5895d894b2e636f150.jpg,personagem_2,0
2df3079c9c22467d97b1932e930709ab.jpg,personagem_1,0
2df3079c9c22467d97b1932e930709ab.jpg,personagem_2,0
307f8071c6a4441788d4e3eaf3d9d773.jpg,personagem_1,1169
307f8071c6a4441788d4e3eaf3d9d773.jpg,personagem_2,33614
34cdbd6ace204143afb0d38fcbed7cc5.jpg,personagem_1,0
34cdbd6ace204143afb0d38fcbed7cc5.jpg,personagem_2,0
4148c76d5e24421eb1172b515269dce6.jpg,personagem_1,20
4148c76d5e24421eb1172b515269dce6.jpg,personagem_2,0
49cc475b36234ccb87529e2eac142ecd.jpg,personagem_1,21520
49cc475b36234ccb87529e2eac142ecd.jpg,personagem_2,0
4d50ac403eb44d71ba9c2d26217b26af.jpg,personagem_1,1513
4d50ac403eb44d71ba9c2d26217b26af.jpg,personagem_2,11590
4fbe2ce0f6894dfb9c6813f03c85bf55.jpg,personagem_1,314043
4fbe2ce0f6894dfb9c6813f03c85bf55.jpg,personagem_2,0
5632c9e6a1f844f2b5b08656d93fb36e.jpg,personagem_1,4
5632c9e6a1f844f2b5b08656d93fb36e.jpg,personagem_2,0
5ecb491b17fa45278ced50c25dcecc3f.jpg,personagem_1,0
5ecb491b17fa45278ced50c25dcecc3f.jpg,personagem_2,1
697a9d3fb69b43f692c3363a5d926b1f.jpg,personagem_1,4
697a9d3fb69b43f692c3363a5d926b1f.jpg,personagem_2,0
6ed5be2b71814dd8b3e372282b374ddf.jpg,personagem_1,149
6ed5be2b71814dd8b3e372282b374ddf.jpg,personagem_2,0
71899acd20cf40f68ff52cc887bb0b30.jpg,personagem_1,436
71899acd20cf40f68ff52cc887bb0b30.jpg,personagem_2,0
734260ff9c1c449d978524a716c8e378.jpg,personagem_1,8274
734260ff9c1c449d978524a716c8e378.jpg,personagem_2,0
744c813e0ee0420eab1ad3572db9c901.jpg,personagem_1,4602
744c813e0ee0420eab1ad3572db9c901.jpg,personagem_2,111
799a00030f4941fda30aa268d174c1c2.jpg,personagem_1,2488
799a00030f4941fda30aa268d174c1c2.jpg,personagem_2,0
7d9f0d694c4e4255b2ab4d78f954ad96.jpg,personagem_1,66
7d9f0d694c4e4255b2ab4d78f954ad96.jpg,personagem_2,31
7eb94c12eaab4b7caab6269d44e68726.jpg,personagem_1,0
7eb94c12eaab4b7caab6269d44e68726.jpg,personagem_2,0
818bcf41b00c4c58a7f16fcf288e5b1a.jpg,personagem_1,77825
818bcf41b00c4c58a7f16fcf288e5b1a.jpg,personagem_2,1
84fab3c6980440cea3ae080e165829b6.jpg,personagem_1,41186
84fab3c6980440cea3ae080e165829b6.jpg,personagem_2,0
865a470c5bea4b5dafac4cad972e91fa.jpg,personagem_1,0
865a470c5bea4b5dafac4cad972e91fa.jpg,personagem_2,0
8a76af953ea34528b9e060fd4dd698c2.jpg,personagem_1,5
8a76af953ea34528b9e060fd4dd698c2.jpg,personagem_2,12
8b18f146410a487e96587cca1867bf60.jpg,personagem_1,1890
8b18f146410a487e96587cca1867bf60.jpg,personagem_2,0
941a3fe752a44319b36873984af0736f.jpg,personagem_1,50
941a3fe752a44319b36873984af0736f.jpg,personagem_2,26
9573aa9a0c354f739be4270e283730cf.jpg,personagem_1,899
9573aa9a0c354f739be4270e283730cf.jpg,personagem_2,23
972ecc049e20442eaa6627bfae4ad3c8.jpg,personagem_1,5377
972ecc049e20442eaa6627bfae4ad3c8.jpg,personagem_2,0
983ffaa860204dd483e07d54dae85c1d.jpg,personagem_1,6569
983ffaa860204dd483e07d54dae85c1d.jpg,personagem_2,0
995fb9cc84fb453f9e2f303d082b9273.jpg,personagem_1,6069
995fb9cc84fb453f9e2f303d082b9273.jpg,personagem_2,0
a3cbb796a8594576aff2de5d612ddf9f.jpg,personagem_1,0
a3cbb796a8594576aff2de5d612ddf9f.jpg,personagem_2,0
a6add7027a5442639911b4a2c46af75e.jpg,personagem_1,4
a6add7027a5442639911b4a2c46af75e.jpg,personagem_2,0
aa9b196e27694c9e96df3221bd0dccf9.jpg,personagem_1,1
aa9b196e27694c9e96df3221bd0dccf9.jpg,personagem_2,0
ac9fe1cda0614fae9b7dae05f2a6b3e3.jpg,personagem_1,70714
ac9fe1cda0614fae9b7dae05f2a6b3e3.jpg,personagem_2,0
acadf9ce8912453886f5a25faededb15.jpg,personagem_1,50287
acadf9ce8912453886f5a25faededb15.jpg,personagem_2,0
b569baa3113d40078326ae3d37e9b658.jpg,personagem_1,3548
b569baa3113d40078326ae3d37e9b658.jpg,personagem_2,6
bd0ddf72760647d1a4170998790f7aa1.jpg,personagem_1,509
bd0ddf72760647d1a4170998790f7aa1.jpg,personagem_2,0
c4e57436ca6a4a789a56eb880118ebf8.jpg,personagem_1,56315
c4e57436ca6a4a789a56eb880118ebf8.jpg,personagem_2,0
c9c697a6cd984bbbb7286c84082ca81d.jpg,personagem_1,2253
c9c697a6cd984bbbb7286c84082ca81d.jpg,personagem_2,0
cc4cfa1472244c24a417a504bb035662.jpg,personagem_1,0
cc4cfa1472244c24a417a504bb035662.jpg,personagem_2,0
d4fb80d184ad4d578437a27b0e47bbbd.jpg,personagem_1,0
d4fb80d184ad4d578437a27b0e47bbbd.jpg,personagem_2,0
de868c7abadc45d59f4ce3c2a65022a6.jpg,personagem_1,14
de868c7abadc45d59f4ce3c2a65022a6.jpg,personagem_2,0
e474267715584c2992faa1fdb2936731.jpg,personagem_1,25705
e474267715584c2992faa1fdb2936731.jpg,personagem_2,0
e87f21d1ea7e473da0441bfcbca3efce.jpg,personagem_1,33885
e87f21d1ea7e473da0441bfcbca3efce.jpg,personagem_2,0
eca4f7fcf5654ff8af71a25798a341bd.jpg,personagem_1,0
eca4f7fcf5654ff8af71a25798a341bd.jpg,personagem_2,0
ef68117f55504a29b130dc47c041c06a.jpg,personagem_1,8
ef68117f55504a29b130dc47c041c06a.jpg,personagem_2,0
f4c08f51ea2d4f4e843e168cd0b5dd84.jpg,personagem_1,10879
f4c08f51ea2d4f4e843e168cd0b5dd84.jpg,personagem_2,0
ff9150dbde634810ae1e885a343b9dda.jpg,personagem_1,211658
ff9150dbde634810ae1e885a343b9dda.jpg,personagem_2,0
